spec_power_1.5,spec_power_3.0,spec_power_6.0,spec_power_12.0,spec_power_24.0,spec_power_48.0,spec_power_96.0,spec_power_192.0,spec_power_384.0,sort,year,siteid,lat,long,epareg,huc8,era,strorder,doc,no3,tn,tp,area,elev,forest,wetland,urban,ag,roads,pop,shrub,precip,k,mg,na,nh4,no2,sio2,so4,tss,turb,ph,cl,ca,anc,al,cond,ansum,catsum,co3,h,oh,dic,hco3,se,zn
0.0050323157716892315,0.009428112290809544,0.014390018557291027,0.04115632796888732,0.11348810418860544,0.1432673257196637,0.29527446672594015,0.7116125781946546,0.9812309868641389,42,2008,FW08NV050,40.41024065,-118.3154415,9,16040108,Year2008,7th,5.63,0.01902,584.0,100.4963,32403.5,1744.44,3.812,1.994,0.882,2.361,0.416,1.725,90.183,,18.5,21.94,144.4,0.017,0.0,32.532,99.05,21.0,29.2,8.71,107.81,43.24,5344.23,0.0003,1036.56,,,,,,,,,
0.007482612765375709,0.013856958853192838,0.02232222063066559,0.04592307263281792,0.12877702032059807,0.22718079920544987,0.3792076474867377,0.6929852359669953,0.959396901321601,47,2008,FW08NV056,39.20075374,-119.6299202,9,16050202,Year2008,5th,5.53,0.0,494.0,154.7088,2144.810059,2032.78,23.419,1.978,5.11,3.983,1.026,38.733,63.733,,5.197,9.116,32.85,0.017,0.0,23.405,49.93,2.6,3.14,8.39,12.25,33.98,2589.93,0.0025,399.6,,,,,,,,,
0.008397354654685883,0.007694355353311221,0.006918740153870956,0.007827079985527306,0.00921502665412551,0.025582476320371857,0.03291885314497553,0.11246205006398792,0.7697719856280578,48,2008,FW08CA059,40.00190523,-121.2682255,9,18020121,Year2008,6th,1.3,0.00389,154.0,11.7113,4471.259766,1639.59,73.677,0.859,1.148,0.66,1.886,3.616,20.332,,1.374,5.412,4.738,0.012,0.0,16.632,0.79,3.4,3.66,8.13,0.91,10.54,1189.36,0.0003,117.94,,,,,,,,,
0.005913459757080921,0.012932101412002326,0.0217518994485836,0.035228890617304325,0.06551967687430586,0.13800925258672408,0.48560904101673524,0.7868324503669477,0.9702207483018221,49,2008,FW08NV057,41.13161753,-115.4997593,9,16040102,Year2008,6th,4.25,0.00361,396.0,132.5113,2311.75,1947.4,0.542,1.543,0.387,0.08,0.332,0.042,97.407,,10.56,15.35,41.84,0.011,0.0,47.788,51.5,2.2,1.62,8.13,15.52,49.06,4157.9,0.0003,540.39,,,,,,,,,
0.0009340473320999471,0.0023758540884669735,0.005905146916623655,0.016672963174997286,0.05281238917269224,0.12322436622540558,0.3578105156335696,0.8117748528038465,0.9059327523678432,53,2008,FW08NV062,41.00564814,-117.3393351,9,16040105,Year2008,7th,2.56,0.0,323.0,81.22,23978.40039,1801.98,4.809,2.169,0.856,2.164,0.392,1.765,89.469,,7.878,11.6,50.32,0.008,0.0,22.473,43.05,54.9,40.61,8.6,23.9,40.69,3702.8,0.0003,506.75,,,,,,,,,
0.003090892171698498,0.005564406452707466,0.017432146746967067,0.0461005887620318,0.054649748361213765,0.0923447850295711,0.23368116932584038,0.6858968001263703,0.9631769100484894,56,2008,FW08NV066,40.69720892,-118.1006986,9,16040108,Year2008,7th,2.41,0.0,328.0,81.5581,30847.59961,1758.03,3.915,2.062,0.895,2.475,0.413,1.801,90.077,,9.657,14.37,71.5,0.004,0.0,33.817,65.3,96.2,35.07,8.57,43.09,47.25,4254.91,0.0003,655.78,,,,,,,,,
0.0028716888883816316,0.006974538619671955,0.012877086423161216,0.02148972668330663,0.06556803189191683,0.19794013701252836,0.5118254716253579,0.7289891605654711,0.9811524750693201,57,2008,FW08NV069,41.88666095,-114.6866143,9,17040213,Year2008,6th,1.68,0.0,284.0,50.5525,2341.870117,,,,,,,,,,8.683,6.561,18.21,,0.0,53.064,19.41,20.5,10.8,8.43,8.32,30.97,2490.56,0.0012,316.49,,,,,,,,,
0.0026036716517843206,0.00424339303417271,0.0066345671117203865,0.00887824712313412,0.013562769143306373,0.019283309541010454,0.07339319430996286,0.4168617745427575,0.9602679321347874,58,2008,FW08CA020,41.31852852,-123.5279597,9,18010209,Year2008,6th,3.13,0.01299,488.0,82.6238,29282.09961,1385.35,50.7,2.037,1.896,7.341,1.48,3.202,34.836,,1.814,7.167,9.568,0.014,0.0,26.585,5.81,1.8,5.29,8.31,4.57,14.04,1518.02,0.0008,174.73,,,,,,,,,
0.0030354827070061224,0.004567993471833355,0.007062857569983187,0.011394459938765268,0.01275920040177865,0.014901368122195292,0.06864719968655547,0.44343887483478983,0.9663696652326458,62,2008,FW08CA056,41.45639606,-123.9355648,9,18010209,Year2008,7th,1.9,0.00143,269.0,41.8088,38656.89844,1306.88,56.997,1.55,2.068,5.57,1.522,2.876,31.057,,1.263,7.358,7.324,0.009,0.0,20.39,5.79,2.2,3.87,8.32,4.09,15.25,1489.02,0.0003,169.99,,,,,,,,,
0.35158249672822633,0.3704330978263716,0.3677091384135493,0.337946821652366,0.05202392059869429,0.16350471157741758,0.5588282362962014,0.7717489802596227,0.6952048389228549,65,2008,FW08CA067,38.57234221,-121.3577452,9,18020111,Year2008,6th,1.15,0.00237,114.0,11.4575,4977.109863,1294.41,66.05,0.361,4.737,0.045,2.226,50.19,25.925,,0.674,1.668,2.417,0.006,0.0,10.378,1.94,0.4,3.26,7.68,2.1,4.779,401.98,0.0062,53.11,,,,,,,,,
0.008222597255560432,0.014486791177872266,0.019957189057986494,0.040363897348801664,0.07585041980238887,0.15743188248265763,0.40692297169703584,0.7963895505707949,0.9340752875733254,68,2008,WORP99-0662,45.36811658,-119.446251,10,17070104,Year2008,3rd,3.34,0.19943,866.0,293.6513,79.31600189,991.9,0.454,0.881,0.765,2.243,0.755,0.374,95.658,,2.562,12.14,32.94,0.055,0.00088,49.921,7.93,125.6,34.8,7.78,5.84,30.15,3567.16,0.0003,371.18,,,,,,,,,
0.0392949635761903,0.05209323023281028,0.06550617773220888,0.06813792058649061,0.04141497414637351,0.06060896897394347,0.19123370638791476,0.6171185052390881,0.9618645163804362,73,2008,WORP99-0879,45.30045298,-123.4774717,10,17100203,Year2008,1st,0.41,0.05805,119.0,14.8975,6.377399921,694.45,79.665,0.0,0.635,0.0,0.191,0.0,19.701,,0.246,1.832,4.875,0.009,0.0,18.938,1.34,0.8,0.296,7.99,3.91,5.863,548.26,0.0014,69.98,,,,,,,,,
0.003252897567941116,0.007250683270389843,0.014721029103225779,0.020881002741219453,0.02693918601256938,0.056703198282924534,0.11306451741849528,0.2544359202909755,0.8901137949706168,76,2008,FW08OR016,44.49070934,-122.8137154,10,17090006,Year2008,5th,0.62,0.0066,95.0,13.1913,1643.869995,756.185,72.141,0.015,1.249,2.433,1.734,7.601,22.785,,0.303,0.776,1.994,0.008,0.00071,11.316,0.96,0.5,0.83,7.64,0.79,3.286,292.46,0.0042,30.97,,,,,,,,,
0.003252897567941116,0.007250683270389843,0.014721029103225779,0.020881002741219453,0.02693918601256938,0.056703198282924534,0.11306451741849528,0.2544359202909755,0.8901137949706168,77,2008,FW08OR016,44.49070934,-122.8137154,10,17090006,Year2008,5th,0.59,0.00282,48.0,4.5038,1643.869995,,,,,,,,,,0.257,0.82,1.94,0.005,0.0,10.628,1.01,1.8,3.23,7.46,0.79,3.347,276.25,0.0089,33.69,,,,,,,,,
0.023207470870113853,0.037494149374916505,0.05807910277192903,0.07269025016335129,0.048021224643935705,0.0726120348490832,0.2757466650282898,0.6723294554355208,0.9617738528224247,78,2008,FW08OR019,44.37292269,-123.8363474,10,17100205,Year2008,5th,1.15,0.07527,236.0,11.555,838.5780029,323.279,79.418,0.786,5.771,1.778,1.411,1.498,12.159,,0.592,1.718,5.206,0.016,0.0,14.872,1.39,0.7,1.115,7.91,4.3,4.541,472.88,0.0098,63.86,,,,,,,,,
0.013036845709539944,0.024165764661433067,0.042129373127506864,0.04914614301228232,0.02945101942053902,0.04369917739249754,0.09876921440242788,0.29903741010395063,0.9235167080827829,83,2008,FW08OR044,44.75269237,-122.5140529,10,17090005,Year2008,5th,0.39,0.00521,103.0,8.93,1356.910034,1068.95,79.671,0.021,1.068,0.485,1.193,2.57,15.8,,0.346,0.809,2.071,0.005,0.0,15.661,0.45,1.1,3.19,7.69,0.67,3.251,310.65,0.0046,30.35,,,,,,,,,
0.006651346490729646,0.01700241690418619,0.05389920063662919,0.09146587440904344,0.06517425754878677,0.14304423925504745,0.46734044184382145,0.8422496770017555,0.9430682815806561,87,2008,FW08OR051,44.31650762,-123.2186318,10,17090003,Year2008,6th,0.72,0.01432,90.0,25.754,8511.230469,870.114,75.139,0.598,2.403,3.88,1.474,21.441,15.487,,0.695,1.557,3.397,0.019,0.0,18.638,1.67,2.8,3.32,7.74,1.24,4.253,442.73,0.0178,53.53,,,,,,,,,
0.010229675454511016,0.013544082894187503,0.023794569030444284,0.039951564995085995,0.03798780927046171,0.04096521345579192,0.13898423732403184,0.5030591242281285,0.9674886002614618,92,2008,FW08OR059,43.57753366,-123.501659,10,17100303,Year2008,6th,0.85,0.00048,97.0,22.5738,9401.139648,749.465,71.163,0.546,2.379,5.792,1.652,9.343,19.469,,1.093,1.989,4.7,0.01,0.0,20.647,1.81,0.7,0.61,8.02,2.6,5.599,588.88,0.0004,69.8,,,,,,,,,
0.007369129773053281,0.013076649084183068,0.025777379903100122,0.03275532960168318,0.02139375702359401,0.030196728951071974,0.11448710958732883,0.47280612830197544,0.9684146256529547,94,2008,FW08OR060,44.77924123,-122.816474,10,17090005,Year2008,5th,0.42,0.00117,56.0,8.9775,1782.640015,970.492,77.501,0.222,1.389,2.302,1.287,4.221,16.147,,0.532,0.842,2.148,0.006,0.0,15.324,0.52,1.0,3.29,7.61,0.69,3.429,331.4,0.004,33.8,,,,,,,,,
0.020356152363304392,0.024103432452198394,0.038472010652223415,0.08909533068881491,0.1546650461396469,0.15131191494879026,0.14965781871151682,0.13690002045500316,0.7160419308109984,95,2008,WCOP99-0622,37.36588354,-108.5932791,8,14080202,Year2008,3rd,6.4,0.0,449.0,45.54,60.67869949,1985.68,19.435,3.433,4.936,39.022,1.479,25.735,33.095,,2.998,65.25,36.51,0.01,0.0,13.099,589.83,50.5,28.7,8.29,12.0,208.3,4975.96,0.0003,1404.0,,,,,,,,,
0.020356152363304392,0.024103432452198394,0.038472010652223415,0.08909533068881491,0.1546650461396469,0.15131191494879026,0.14965781871151682,0.13690002045500316,0.7160419308109984,96,2008,WCOP99-0622,37.36588354,-108.5932791,8,14080202,Year2008,3rd,6.39,0.03069,699.0,166.87,60.67869949,,,,,,,,,,3.567,61.77,35.06,0.011,0.0,12.532,521.16,179.0,58.2,8.3,11.28,204.8,4821.75,0.0003,1335.16,,,,,,,,,
0.13350444415737203,0.16644832809814053,0.17873848377294557,0.10512825695952946,0.07806111846522513,0.10113363004583746,0.26273768826904975,0.5198333023133852,0.7875145578510719,103,2008,WCOP01-0739,39.89246561,-105.0565383,8,10190003,Year2008,2nd,4.09,0.14348,490.0,41.5063,92.82720184,1728.07,0.397,3.53,33.932,4.948,4.293,645.576,50.059,,3.142,15.25,64.33,0.024,0.0,3.171,112.53,11.0,10.2,8.41,54.23,48.98,2461.12,0.0003,661.2,,,,,,,,,
0.010971536007282682,0.010911151697823742,0.010030749631981592,0.013767797732479424,0.0207272660772378,0.03672495345904549,0.035203999125068684,0.17450309019504986,0.8345559815764048,105,2008,WCOP99-0569,39.38895974,-104.8672149,8,10190002,Year2008,3rd,2.59,0.32232,559.0,39.9125,270.8039856,2182.36,31.75,1.95,9.119,0.11,2.018,42.039,56.976,,4.382,7.565,28.67,0.031,0.0,26.169,38.8,3.3,4.5,7.78,62.41,57.39,2195.04,0.0003,513.6,,,,,,,,,
0.009551138494414956,0.017274567606648323,0.034049774298547136,0.09047039156597836,0.20531615860024294,0.3474009207015466,0.8727808050109859,0.9878150629877623,0.8686599369010108,110,2008,FW08CO027,39.36936448,-106.4524344,8,14010003,Year2008,1st,2.31,0.01978,184.0,10.9588,17.51709938,3519.15,36.849,2.692,0.0,0.0,0.0,0.0,34.044,,0.398,0.542,0.769,0.008,0.0,3.591,1.02,0.9,3.08,7.45,0.06,3.671,238.09,0.0258,27.26,,,,,,,,,
0.053586333578141944,0.0738854179784945,0.08350841131902817,0.09296875546419259,0.10060965539119408,0.10674862298398506,0.06382038075671047,0.09737436954016714,0.6366757143955437,111,2008,FW08CO031,40.15970307,-105.1184267,8,10190005,Year2008,4th,3.98,0.08062,608.0,44.3338,625.4299927,2612.78,59.494,2.057,2.524,3.741,0.713,22.384,19.038,,2.084,15.02,22.11,0.019,0.00234,8.802,92.87,7.4,7.98,8.06,7.72,45.24,2095.34,0.004,423.44,,,,,,,,,
0.007787659326643024,0.015817486876878156,0.024055296690976377,0.04760668872858337,0.13974061582034156,0.39753575984291484,0.9014564195516079,0.988384496943026,0.6983631216414738,113,2008,FW08CO073,37.06135096,-105.982904,8,13010005,Year2008,4th,3.15,0.00478,280.0,82.4225,835.8049927,2868.15,35.605,3.181,0.485,1.383,0.548,0.386,59.164,,1.668,1.448,2.813,0.042,0.0,23.547,1.14,4.2,4.87,7.94,0.4,8.836,701.13,0.0107,76.86,,,,,,,,,
0.0294894621025299,0.06457512650064062,0.12039418287104611,0.19718697463881008,0.19297598077358602,0.12484098471074968,0.11928150336989116,0.2624454449155432,0.9011670051245364,127,2008,FW08IL036,40.15377162,-89.67550511,5,7130009,Year2008,6th,1.78,4.20809,4663.0,119.0163,4487.410156,207.635,3.338,0.386,9.382,85.899,1.824,40.782,0.203,,1.919,33.46,14.22,0.008,0.0,7.094,39.63,10.6,6.33,8.25,34.2,76.75,5457.6,0.0003,691.1,,,,,,,,,
0.0007226245662437293,0.0014723211832596247,0.004321156207733345,0.013426677428596564,0.027850243900754443,0.027073450544583103,0.057267674308845704,0.34136899300381585,0.9233626312040338,128,2008,FW08IL038,42.49488395,-89.26560528,5,7090004,Year2008,6th,1.59,5.65378,6038.0,64.4125,1803.780029,285.158,11.769,3.27,7.288,75.349,1.881,42.222,2.091,,2.115,36.23,11.27,0.016,0.0,10.634,21.18,10.6,4.66,8.34,26.73,64.58,5432.17,0.0003,649.51,,,,,,,,,
0.013411479997995308,0.021144524271483504,0.029763165149035035,0.05310506095465701,0.14291958921609996,0.24598336233500623,0.22731939097644763,0.37362922649940533,0.9367763026046807,129,2008,NEWS04-2301,43.94606478,-72.71105066,1,1080105,Year2008,3rd,0.71,0.2125,300.0,0.84,120.1190033,509.48,89.914,0.625,2.427,3.098,0.683,3.944,3.785,,0.302,1.041,3.079,0.007,0.0,3.697,3.59,0.0,0.277,7.28,3.83,5.479,283.77,0.0027,51.88,,,,,,,,,
0.001986552847616029,0.0028909087211348257,0.004053058109086917,0.007844766773830244,0.01939419604045666,0.037469817618528425,0.09051749195488742,0.3078744456277437,0.9072238055275877,134,2008,OWW04440-0381,30.28718756,-98.89560053,6,12090206,Year2008,2nd,1.0,0.09906,241.0,4.3063,39.34460068,603.006,30.473,0.0,5.328,0.796,1.511,61.906,63.284,,2.18,36.99,15.73,0.024,0.0,14.052,20.14,4.4,3.7,7.96,24.98,57.12,5890.14,0.0003,622.5,,,,,,,,,
0.16139325975317653,0.24351419550896014,0.31890803838334947,0.4164099361213785,0.46263489149900877,0.2478062904805053,0.5599325679337437,0.8377218646311819,0.929170021392644,138,2008,OWW04440-0797,31.54151415,-97.41663635,6,12060203,Year2008,2nd,2.24,0.00163,450.0,23.4238,305.7430115,280.665,14.94,3.385,3.452,11.513,0.776,3.322,66.619,,1.698,1.919,6.824,0.035,0.0,11.442,10.09,24.2,17.91,8.04,6.94,41.99,2397.82,0.0003,261.6,,,,,,,,,
0.005616036308658396,0.013360673628564409,0.032388435973572494,0.0658042340854285,0.11608792535696828,0.19238861153729897,0.5415742833297366,0.841110059743999,0.9302223771692101,140,2008,FW08TX045,32.46103578,-94.70198008,6,12010002,Year2008,1st,7.46,0.15953,740.0,50.095,21.01239967,,,,,,,0.0,,,3.844,4.574,12.35,0.121,0.01419,15.107,22.27,13.5,23.4,7.67,18.06,28.97,1397.43,0.0042,255.6,,,,,,,,,
0.20114050830479654,0.22627375366246083,0.26756260860871056,0.362823761014767,0.32618312023074236,0.2208007177928323,0.20182327022149885,0.4620052219141268,0.7986439112163819,141,2008,OWW04440-0432,39.41488769,-86.0084241,5,5120204,Year2008,2nd,2.66,3.28099,3788.0,307.4306,281.3089905,235.758,5.255,0.011,21.867,72.083,3.326,159.602,0.457,,3.724,24.1,43.24,0.021,0.0,7.008,38.47,8.5,5.11,8.21,68.94,77.23,4872.02,0.0003,761.72,,,,,,,,,
0.20114050830479654,0.22627375366246083,0.26756260860871056,0.362823761014767,0.32618312023074236,0.2208007177928323,0.20182327022149885,0.4620052219141268,0.7986439112163819,146,2008,OWW04440-0432,39.41488769,-86.0084241,5,5120204,Year2008,2nd,3.01,2.90179,3379.0,752.985,281.3089905,,,,,,,,,,6.48,27.03,115.9,0.062,0.0,9.902,55.29,8.4,7.86,8.16,161.72,86.17,5421.12,0.0019,1170.01,,,,,,,,,
0.006344963022297027,0.015673776941915147,0.033952008937707674,0.056697676359022,0.03372505137674489,0.03731469281426818,0.1703334574125252,0.5281476177333905,0.9727855305917189,153,2008,FW08IN017,41.15722367,-86.58538781,5,5120106,Year2008,5th,5.32,1.94389,2475.0,131.8575,2260.540039,251.934,10.673,3.755,8.567,73.989,2.128,37.164,0.802,,3.093,21.41,11.55,0.023,0.0,19.878,49.13,18.1,13.5,8.46,23.17,78.58,4398.8,0.0044,573.9,,,,,,,,,
0.0016393952498965953,0.002676507527662436,0.006253359073116694,0.01831336458860275,0.025396436633391462,0.019288291605202533,0.07040597006830945,0.2905202916611837,0.8754297664808659,154,2008,FW08IN020,41.17253557,-87.38959372,5,7120001,Year2008,5th,4.17,0.80253,1414.0,114.98,4580.370117,225.887,11.46,4.028,8.938,71.568,1.987,43.374,3.21,,3.353,23.17,12.59,0.05,0.00332,11.462,84.27,37.3,17.22,8.12,25.75,74.15,3628.04,0.0003,597.74,,,,,,,,,
0.001312822054864719,0.002398803742843648,0.006369042393897358,0.01600440785649321,0.01814897525715243,0.015097419053194677,0.07776656850576548,0.36512621159438063,0.9239748564498268,158,2008,FW08IN025,41.66737013,-85.94200038,5,4050001,Year2008,5th,4.27,1.54003,2004.0,53.9225,1792.290039,272.868,7.969,7.673,12.879,67.534,2.3,76.206,1.346,,2.597,27.21,18.85,0.023,0.00134,9.754,52.58,3.0,3.58,8.32,34.91,91.84,5270.66,0.0003,665.5,,,,,,,,,
0.006344963022297027,0.015673776941915147,0.033952008937707674,0.056697676359022,0.03372505137674489,0.03731469281426818,0.1703334574125252,0.5281476177333905,0.9727855305917189,162,2008,FW08IN033,41.17260178,-86.51700711,5,5120106,Year2008,5th,5.05,1.76928,2267.0,126.1775,2131.379883,253.721,9.965,3.736,8.757,74.512,2.159,38.595,0.69,,2.754,22.14,12.06,0.022,0.0,9.308,49.32,14.6,10.4,8.26,24.6,80.01,4609.67,0.0003,595.4,,,,,,,,,
0.003930703005343624,0.009598639581887936,0.016225790658640854,0.02044012500332816,0.024912799232026397,0.020344057745922815,0.02456149464669084,0.2463088126331405,0.8811239706979773,164,2008,FW08MI019,43.05631052,-85.594206,5,4050006,Year2008,6th,7.44,1.84089,2713.0,106.8425,12405.7998,260.183,16.552,12.714,12.13,55.899,2.217,72.924,0.963,,3.652,19.18,16.76,0.039,0.00496,8.909,31.7,16.6,11.7,8.38,31.62,64.12,3947.55,0.0034,528.7,,,,,,,,,
0.012702297412016604,0.023723818726032585,0.04522609892426363,0.07161298626937865,0.08380900858964169,0.066780078451022,0.1252162378103762,0.3013927563723783,0.8716468489046771,167,2008,FW08MI028,43.31096671,-83.96788131,5,4080204,Year2008,6th,6.85,2.26295,3106.0,131.195,3017.290039,254.997,23.331,10.298,21.606,41.182,2.904,163.322,1.812,,4.075,21.95,56.96,0.019,0.00604,3.958,39.16,12.1,9.08,8.62,90.63,62.48,4396.08,0.0029,750.6,,,,,,,,,
0.0064605315904458106,0.016028019262845427,0.034405988966191056,0.05516487672543461,0.06377098061959263,0.05053860068088677,0.07560205327415213,0.3173000306308953,0.8990482842212375,168,2008,FW08MI030,42.82315902,-84.93878113,5,4050004,Year2008,6th,5.13,2.33104,2963.0,129.8263,3611.76001,282.581,14.466,15.751,16.714,51.003,2.591,132.447,0.509,,4.752,20.19,46.32,0.022,0.00165,7.534,57.65,0.4,3.5,8.57,73.39,67.63,3576.06,0.0037,719.73,,,,,,,,,
0.004814473071728388,0.011012485515029901,0.022870697742391,0.042099985766112624,0.05538514607300081,0.04827470764565212,0.08302095271892876,0.32152058833958863,0.89899859359048,169,2008,FW08MI033,42.54166704,-84.62802761,5,4050004,Year2008,5th,5.8,1.63154,2363.0,63.7875,1798.98999,293.291,17.802,20.845,12.733,46.075,2.235,86.822,0.635,,4.206,21.58,35.07,0.053,0.0,11.247,58.55,2.8,4.48,8.14,62.57,76.64,4123.32,0.0007,719.62,,,,,,,,,
